"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18"
"從未",0,0.0040329834623948,0,0,0,0,0,0,0,0,0,0,0,0,0.00197134639393179,0,0,0
"從此",0,0.00328875636224066,0,0,0,0.00102172430858544,0,0,0,0,0,0,0,0,0.00160756374422957,0,0,0
"救災",0,0.00530524809343806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"教<b7>",0,0.00530524809343806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"啟超",0,0.00530524809343806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"啟蒙",0,0.00530524809343806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"梁啟",0,0.00530524809343806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"清晰",0,0.00530524809343806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"清澈",0,0.00530524809343806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"率先",0,0.0040329834623948,0,0,0,0,0,0,0,0.00502365293413996,0,0,0,0,0,0,0,0
"理性",0,0.0020164917311974,0,0,0.00157864790908482,0.00062646739158939,0.00270933760807035,0,0,0,0,0,0.0051004424801968,0.000809480337446964,0,0,0,0
"理路",0,0.00530524809343806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"畢生",0,0.0106104961868761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"眼<b2>",0,0.00530524809343806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"統治",0,0.00328875636224066,0,0,0,0,0,0,0,0,0,0.00198996343396548,0,0,0.00160756374422957,0,0,0
"終於",0,0.00173354971931897,0,0,0,0.00215426099507464,0.00232917962287984,0,0,0,0,0.00104893770545397,0,0.000695898916948268,0.000847369452353674,0.00152925934835545,0,0
"莫非",0,0.0106104961868761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"責任重大",0,0.00530524809343806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"貫道",0,0.00530524809343806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"軟禁",0,0.00530524809343806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"這片",0,0.00328875636224066,0,0,0,0,0.00441873931747206,0,0,0,0,0,0,0.00132020556727332,0,0,0,0
"郭雨",0,0.00530524809343806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"都將",0,0.00530524809343806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"陰影",0,0.0040329834623948,0,0,0,0,0,0.0045610431675429,0,0,0,0,0,0,0,0,0,0
"傅斯<a6>",0,0.00530524809343806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"最好",0,0.00276071883135154,0,0,0,0.0025730335985482,0,0,0,0,0,0,0.00174571601081441,0,0,0,0,0.00133205954661898
"最後",0,0.000744227100154143,0,0.000322115914494029,0.000582631972829837,0.000462420949186685,0,0,0,0.00278112123956176,0.000559237572391163,0.000450317552518211,0.00141181617229563,0.00149377553810305,0.000727565299404423,0.000984785354749421,0.000869186479526235,0
"創新者",0,0.00530524809343806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"博士",0,0.0040329834623948,0,0,0,0.00125293478317878,0,0,0,0,0,0,0,0,0,0,0,0
"喊出",0,0.00530524809343806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"喚<b0>",0,0.00530524809343806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"報刊",0,0.00530524809343806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"報禁",0,0.00328875636224066,0,0,0,0,0,0,0,0,0,0.00198996343396548,0.00207961584933319,0,0,0,0,0
"壺水",0,0.00530524809343806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"尋找",0,0.00328875636224066,0,0.00142343750039711,0,0,0,0,0,0,0,0,0,0.00132020556727332,0,0,0,0
"就任",0,0.00328875636224066,0,0,0,0.00204344861717087,0,0,0,0,0,0,0,0,0.00160756374422957,0,0,0
"幾天",0,0.0040329834623948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00235507058056635,0
"悲情",0,0.0106104961868761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"提及",0,0.00530524809343806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"提倡",0,0.00530524809343806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"曾經",0,0.00254452926208651,0,0.000550660792951542,0,0.00118577075098814,0,0,0,0.00158478605388273,0.00191204588910134,0.00384911470361817,0.00160901045856798,0.00102145045965271,0,0.000561167227833895,0,0
"期待",0,0.00148845420030829,0.000382828861728505,0.000322115914494029,0.00291315986414918,0.000462420949186685,0,0.000841672662908138,0.000838055158626298,0.00278112123956176,0.000559237572391163,0,0.00235302695382605,0,0.000363782649702212,0,0,0.000718186004568639
"期間",0,0.0020164917311974,0,0.00174555341489114,0,0.00062646739158939,0,0,0,0.00251182646706998,0,0,0,0,0.000985673196965893,0,0,0.00194593308866931
"發光",0,0.0159157442803142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"發自內心",0,0.00530524809343806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"發亮",0,0.0159157442803142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"短暫",0,0.00530524809343806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"筆耕不輟",0,0.00530524809343806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"結社",0,0.00530524809343806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"貴賓",0,0.00127226463104326,0.000654450261780105,0.000550660792951542,0.00099601593625498,0.000395256916996047,0,0,0,0,0,0,0.00080450522928399,0,0.000621890547263682,0,0.000742942050520059,0.000613873542050338
"集<b7>",0,0.00530524809343806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"傳教士",0,0.00530524809343806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"微小",0,0.00530524809343806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"慈悲",0,0.0106104961868761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"慈悲心",0,0.0040329834623948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00235507058056635,0
"感受",0,0.00173354971931897,0,0.000750313920366029,0,0,0,0.00196053248832332,0,0,0.00390794477835002,0,0.0010961947541309,0,0.000847369452353674,0,0,0.000836445720923701
"感念",0,0.00328875636224066,0,0,0,0,0,0,0,0.0040966125209527,0,0,0,0.00132020556727332,0,0,0,0
"感懷",0,0.00530524809343806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"想像",0,0.0040329834623948,0,0,0,0.00250586956635756,0,0,0,0,0,0,0,0,0,0,0,0
"新文化運動",0,0.00530524809343806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"新<a6>",0,0.000209827379623341,0.000107934764649179,9.08173570396178e-05,0.000164267251378432,6.51874784126269e-05,0.000140960957593116,0.000118650590204278,0.000118140630647526,0.000392054644335846,0.000236507151602217,0.000126962525314816,0.000199023717277489,4.2115505716023e-05,0.000102564875860663,0.000138825185508372,0.000122529212766676,0.000151864015086506
"新竹",0,0.0040329834623948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00194593308866931
"楊日松",0,0.00530524809343806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"楊逵",0,0.00530524809343806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"源頭",0,0.00530524809343806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"溫情",0,0.00530524809343806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"滄海<a4>",0,0.005305248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"照射",0,0.005305248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"當時",0,0.002760719,0,0.005974463,0,0.003430711,0,0,0,0,0,0,0,0,0,0.001217691,0,0
"當然",0,0.001078876,0,0.0009339173,0.0008446184,0.0003351766,0,0,0,0.001343894,0.0008107045,0,0.001364436,0.0004330934,0.0005273613,0,0,0.001561689
"聖嚴",0,0.005305248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"蛻變",0,0.003288756,0,0,0,0,0,0,0,0,0,0.001989963,0,0.001320206,0,0,0,0
"裝滿",0,0.005305248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"解決",0,0.0009039356,0.0004649826,0,0.001415325,0.0008424823,0,0,0.001017899,0.00112598,0.001358496,0.0005469541,0,0,0.0004418491,0.0003987056,0.0005278554,0
"解除",0,0.004032983,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001778858,0,0
"誠實",0,0.005305248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"資政",0,0.002016492,0.001037279,0.0008727767,0.001578648,0.0006264674,0,0,0,0,0,0,0,0.0008094803,0,0,0,0
"跟隨者",0,0.005305248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"運<c2>",0,0.0106105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"雷<be>",0,0.005305248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"團隊",0,0.001488454,0.001531315,0,0,0,0,0,0,0.003708162,0,0.0009006351,0,0.002987551,0.001455131,0.0006565236,0.002607559,0
"塵埃",0,0.005305248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"實事求是",0,0.005305248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"對立",0,0.001078876,0.0005549718,0,0.003378474,0.0003351766,0,0,0.002429791,0.001343894,0,0,0.001364436,0,0.0005273613,0.0004758681,0,0.001561689
"榮民",0,0.005305248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"漫長",0,0.004032983,0,0,0,0,0,0,0,0,0,0,0,0,0.001971346,0,0,0
"精益求精",0,0.005305248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"臺大",0,0.005305248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"臺灣人",0,0.002351141,0.003628266,0.001017619,0,0.0007304336,0,0,0,0,0,0,0,0,0,0,0,0.001134436
"臺灣光<b4>",0,0.005305248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"寫的",0,0.01209895,0,0,0,0,0,0,0,0,0,0,0,0.001618961,0,0,0,0
"樞機主教",0,0.005305248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"樂音",0,0.005305248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"歐債",0,0.004032983,0,0,0,0.001252935,0,0,0,0,0,0,0,0,0,0,0,0
"獎學金",0,0.005305248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"確保",0,0.00173355,0.0008917343,0.0007503139,0.001357142,0,0,0,0,0,0,0.002097875,0,0.0006958989,0,0.002293889,0,0
"請教",0,0.005305248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"請<c4>",0,0.005305248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"調整",0,0.001488454,0.0007656577,0.003865391,0,0,0.003999744,0,0,0,0,0,0,0.00119502,0,0.001313047,0.001738373,0.000718186
"踏實",0,0.004032983,0,0,0,0,0,0,0,0.005023653,0,0,0,0,0,0,0,0
"遭到",0,0.004032983,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001778858,0,0
"遭遇",0,0.002351141,0,0.001017619,0,0.0007304336,0,0,0,0,0,0,0,0,0.001149252,0,0.001372955,0
"鄧雨賢",0,0.0106105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"儘管",0,0.001488454,0,0,0,0,0.001999872,0,0,0.003708162,0.00223695,0.0009006351,0,0.0005975102,0,0,0.0008691865,0.001436372
"學<af>",0,0.005305248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"學習者",0,0.005305248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"學術",0,0.004032983,0.004149116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"學術界",0,0.004032983,0,0,0,0,0,0,0,0,0,0,0,0.001618961,0,0,0,0
"憑藉",0,0.002016492,0.001037279,0,0,0,0,0.002280522,0,0,0,0.00122014,0,0,0.0009856732,0.000889429,0,0
"戰亂",0,0.008065967,0,0,0,0.001252935,0,0,0,0,0,0,0,0,0,0,0,0
"歷時",0,0.005305248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"歷<b5>",0,0.005305248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"燃<b0>",0,0.005305248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"積蓄",0,0.0106105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"蕭條",0,0.008065967,0,0,0,0,0,0,0.00454144,0,0,0,0,0,0,0,0,0
"親身",0,0.005305248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"輸入",0,0.005305248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"輸出",0,0.005305248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"選項",0,0.002760719,0,0,0,0.001715356,0,0,0,0,0,0,0,0.001108235,0.001349456,0,0,0
"選擇",0,0.001272265,0,0.0005506608,0,0.002371542,0,0,0,0.003169572,0,0.0007698229,0,0.00102145,0.0006218905,0.0005611672,0,0.0006138735
"選<c1>",0,0.001488454,0,0,0,0,0.001999872,0.001683345,0,0.001854081,0.001118475,0,0.002823632,0.002987551,0,0,0,0.000718186
"錢穆",0,0.005305248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"險峻",0,0.004032983,0,0,0,0,0,0,0,0.005023653,0,0,0,0,0,0,0,0
"應變",0,0.005305248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"曙光",0,0.003288756,0.001691729,0,0,0,0,0,0.003703385,0,0,0,0,0,0,0,0,0
"檢驗",0,0.002016492,0,0,0,0,0,0,0,0,0,0,0.001275111,0.0008094803,0.0009856732,0.000889429,0,0.001945933
"濟貧",0,0.005305248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"營運",0,0.00173355,0,0,0,0,0,0.001960532,0,0,0,0.001048938,0,0,0.0008473695,0.0007646297,0.001012311,0.0008364457
"燭火",0,0.005305248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"禪寺",0,0.005305248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"謙卑",0,0.002760719,0,0,0,0,0,0,0,0.003438867,0,0,0.003491432,0,0.001349456,0,0,0
"謙虛",0,0.005305248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"謝謝",0,0.0009039356,0.0004649826,0.0003912408,0.0007076627,0.0002808274,0.001214519,0.001022293,0,0,0,0,0,0.0003628669,0,0.0003987056,0.0005278554,0.0004361531
"還是",0,0.002351141,0,0.003052858,0.001840634,0.002191301,0,0,0,0,0,0,0,0,0,0,0.002745909,0
"還要",0,0.003288756,0.001691729,0.004270313,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"鍾理",0,0.0106105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"鮮活",0,0.005305248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"點亮",0,0.01591574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"點燃",0,0.01209895,0,0.001745553,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"點點滴滴",0,0.005305248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"簡樸",0,0.005305248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"轉變",0,0.006577513,0,0,0,0.001021724,0,0,0,0,0.002471283,0,0,0,0,0,0,0
"離<b6>",0,0.008065967,0,0,0,0,0,0,0,0,0,0,0,0,0.001971346,0,0,0
"懷念",0,0.005305248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"證嚴",0,0.005305248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"關鍵",0,0.00173355,0.005350406,0.002250942,0,0.002692826,0,0,0,0,0,0,0.001096195,0,0,0.0007646297,0,0.002509337
"顛簸",0,0.005305248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"競賽",0,0.002760719,0,0.002389785,0,0,0,0.003122194,0,0,0,0,0,0,0,0,0.001612129,0
"議<b7>",0,0.0106105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"蘭大",0,0.005305248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"蠟燭",0,0.03183149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"顧問",0,0.003288756,0.001691729,0,0,0,0,0,0,0,0,0,0,0.001320206,0,0,0,0
"權利",0,0.002351141,0,0,0,0,0,0,0.00264756,0,0,0.007113152,0,0,0.003447755,0.002074071,0,0
"權勢",0,0.005305248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"歡喜",0,0.0106105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"驚歎",0,0.005305248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"體<a8>",0,0.005305248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"體<bb>",0,0.002016492,0,0,0,0,0,0.002280522,0,0,0,0.00122014,0.001275111,0.0008094803,0,0,0.001177535,0
"靈活",0,0.004032983,0.002074558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"灣的",0,0.004032983,0,0,0,0,0,0,0,0,0,0,0,0.001618961,0,0,0,0
"篳路藍<c1>",0,0.005305248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"乃是",0,0,0.002729009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"九要",0,0,0.002074558,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002355071,0
"人<a4>",0,0,0.006766918,0,0,0,0,0,0,0,0.002471283,0,0,0,0,0,0.007681909,0
"人口",0,0,0.004837688,0,0,0.0007304336,0,0,0,0,0,0,0,0,0.002298504,0,0.002745909,0.001134436
"人不分",0,0,0.002729009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"人次",0,0,0.002729009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"刀口",0,0,0.002729009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"十五<a6>",0,0,0.002729009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"十多<a6>",0,0,0.002729009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"三十",0,0,0.002729009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"三大",0,0,0.001691729,0,0,0,0,0,0,0,0.002471283,0,0,0,0,0,0.005761432,0
"三挺",0,0,0.002729009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"凡是",0,0,0.002074558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001945933
"大多數",0,0,0.001691729,0,0,0,0,0,0,0,0.002471283,0,0,0,0.003215127,0,0,0
"大約",0,0,0.002074558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003891866
"大學",0,0,0.009675376,0,0.001840634,0.0007304336,0,0,0,0,0,0,0,0,0.001149252,0,0,0.001134436
"子<ae>",0,0,0.002074558,0,0,0,0,0,0,0,0,0,0,0.003237921,0,0,0,0
"小型",0,0,0.002074558,0.001745553,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"小孩",0,0,0.005458017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"工<b5>",0,0,0.0004649826,0,0,0,0.001214519,0,0.002035798,0.00112598,0.000679248,0.001093908,0.0005715956,0.0007257338,0.0008836982,0,0.001055711,0.001744612
"工<b7>",0,0,0.005075188,0,0,0,0,0.003719371,0,0,0,0,0,0.002640411,0,0,0,0
"已成",0,0,0.001691729,0,0,0.001021724,0,0,0,0,0,0,0,0.001320206,0,0,0,0
"不可或缺",0,0,0.002074558,0,0,0,0,0,0,0,0.003030521,0,0,0,0,0,0,0
"不平",0,0,0.002729009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"不合時宜",0,0,0.002074558,0.001745553,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"不合理",0,0,0.002729009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"不利",0,0,0.001691729,0,0,0,0.004418739,0,0,0,0,0,0,0,0,0,0,0.00476052
"不均",0,0,0.002074558,0,0.003157296,0,0,0,0,0,0,0,0,0,0,0,0,0
"不足",0,0,0.001420108,0,0,0,0,0,0,0,0,0,0,0,0.001349456,0.001217691,0,0.00133206
"不易",0,0,0.001691729,0.001423438,0,0,0,0,0,0,0,0,0,0.001320206,0,0,0,0
"不要",0,0,0.001209422,0.001017619,0,0.0007304336,0,0,0,0,0,0,0.001486723,0,0,0,0.001372955,0
"不容",0,0,0.002074558,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002355071,0
"不得不",0,0,0.002729009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"不敢",0,0,0.001691729,0,0.002574664,0,0,0,0,0,0,0,0,0,0,0,0.001920477,0
"不景氣",0,0,0.001209422,0,0,0,0,0,0.00264756,0,0.001766727,0.00142263,0,0,0,0,0.001372955,0
"中小企<b7>",0,0,0.001420108,0,0.00216128,0,0,0,0,0,0,0,0,0,0,0.008523836,0,0.00133206
"中堅",0,0,0.002729009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"中壢",0,0,0.002729009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"之<a4>",0,0,0.003628266,0,0,0,0,0,0,0,0,0,0.002973446,0.001887637,0,0.002074071,0.001372955,0
"之下",0,0,0.0003072548,0.0002585271,0.0004676148,0,0,0.0006755184,0.00134523,0.0007440337,0.0008976774,0.0007228411,0.0007554067,0.000479556,0.001167874,0.0002634598,0,0.0002882046
"之後",0,0,0.0005549718,0.0009339173,0.0008446184,0.001340707,0,0,0.001214895,0,0,0.001305615,0.001364436,0.00259856,0,0,0.001260025,0.0005205629
"之海",0,0,0.002729009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"之務",0,0,0.002729009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"之間",0,0,0.002617801,0,0.003984064,0.0003952569,0,0,0,0.006339144,0,0.0007698229,0.0008045052,0.00102145,0.0006218905,0.0005611672,0,0
"互助",0,0,0.002074558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001945933
"互<b3>",0,0,0.002074558,0,0.003157296,0,0,0,0,0,0,0,0,0,0,0,0,0
"仍然",0,0,0.0006544503,0,0.001992032,0.0007905138,0,0,0,0.003169572,0.0009560229,0,0,0.0005107252,0.0006218905,0,0.0007429421,0.0006138735
"今後",0,0,0.001691729,0,0,0,0.008837479,0,0,0,0,0,0,0,0,0,0,0.00158684
"元件",0,0,0.002729009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"內以",0,0,0.002729009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"內耗",0,0,0.001691729,0,0,0,0,0,0,0,0,0,0.006238848,0,0.001607564,0,0,0
"公司",0,0,0.02183207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"公平競爭",0,0,0.001691729,0,0,0,0,0,0,0,0,0,0.002079616,0,0,0,0,0.00158684
"公務員",0,0,0.006223675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009420282,0
"分之<a4>",0,0,0.002074558,0,0,0,0,0,0,0,0,0,0,0.001618961,0,0,0,0
"化解",0,0,0.003383459,0,0.005149328,0,0,0,0.003703385,0,0,0,0,0,0,0,0,0
"友善",0,0,0.002840216,0,0,0.001715356,0,0,0,0,0,0,0,0.001108235,0,0,0,0.00133206
"友誼",0,0,0.001691729,0,0.002574664,0,0,0,0,0,0,0,0.002079616,0,0,0,0,0
"反映",0,0,0.001420108,0,0,0.0008576779,0,0,0,0,0,0.001670458,0,0,0.001349456,0,0,0
"太平洋",0,0,0.002074558,0.001745553,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"少數",0,0,0.002074558,0,0,0,0,0,0,0,0,0,0,0.001618961,0,0,0,0
"少錯",0,0,0.002729009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"尤其",0,0,0.001308901,0,0.0009960159,0.0007905138,0,0.001438849,0.001432665,0,0.0009560229,0,0.0008045052,0,0.0006218905,0,0.0007429421,0
"巴馬",0,0,0.002729009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"引進",0,0,0.002074558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003891866
"心想事成",0,0,0.002074558,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002355071,0
"心態",0,0,0.002074558,0,0,0.001252935,0,0,0,0,0,0,0,0,0,0,0,0
"方案",0,0,0.0005549718,0.001400876,0,0.00100553,0,0.003660418,0,0,0.002432113,0.0006528075,0,0,0.0005273613,0.001427604,0.001890038,0.0005205629
"比<a6>",0,0,0.002074558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003891866
"主要",0,0,0.001209422,0.007123336,0,0,0,0.005317977,0,0,0,0,0,0,0,0.001037035,0,0.002268873
"主動",0,0,0.003383459,0,0,0,0,0.003719371,0,0,0,0,0,0,0,0,0.001920477,0
"主義",0,0,0.002074558,0,0,0,0,0,0.00454144,0,0,0,0,0,0,0,0,0
"以下",0,0,0.001420108,0,0,0,0,0,0,0,0,0.003340916,0.001745716,0,0.001349456,0,0,0
"付出",0,0,0.0008917343,0,0,0.0005385652,0,0,0,0.006478146,0.001302648,0,0.00219239,0.002783596,0,0,0,0.0008364457
"代代",0,0,0.002074558,0,0,0,0,0,0,0,0,0,0,0.004856882,0,0,0,0
"代價",0,0,0.004149116,0,0,0,0,0,0.00454144,0,0,0,0,0,0,0,0,0
"充沛",0,0,0.002729009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"出口",0,0,0.001037279,0.003491107,0.001578648,0,0,0,0,0,0,0.00122014,0,0,0.0009856732,0,0,0.0009729665
"出口產<ab>",0,0,0.002074558,0.001745553,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"半來",0,0,0.002074558,0.001745553,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"半前",0,0,0.004149116,0.003491107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"占有率",0,0,0.002074558,0.001745553,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"去<a6>",0,0,0.0003442859,0.001303585,0.0007859594,0.001455526,0.0004496315,0.0007569335,0,0.0004168533,0.0005029339,0.00121494,0.0008464502,0.0005373532,0.001635786,0.0007380314,0.0009770966,0.0008073493
"可<a4>",0,0,0.002729009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"可大",0,0,0.002729009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"可能",0,0,0.0003828289,0,0.000582632,0.0009248419,0,0.0008416727,0.0008380552,0,0,0.0004503176,0.0004706054,0.0008962653,0.001091348,0.001313047,0.00130378,0.000718186
"另<a4>",0,0,0.0008917343,0.001500628,0.001357142,0.0005385652,0,0.001960532,0,0,0,0,0,0.0006958989,0,0,0,0.0008364457
"史無前例",0,0,0.002729009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"台灣保",0,0,0.002729009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"失衡",0,0,0.001691729,0,0,0,0,0,0,0,0,0.001989963,0,0,0,0.001450596,0,0
"市場",0,0,0.001963351,0.007709251,0,0.001581028,0,0,0.001432665,0,0,0,0,0.002553626,0.001243781,0.001683502,0.001485884,0.001841621
